freq,crops,pesticid,unit,geo,TIME_PERIOD,OBS_VALUE
Annual,Muskmelons,Fungicides and bactericides,Kilogram,Portugal,2017,15613.0
Annual,Muskmelons,Fungicides and bactericides,Kilogram,Romania,2013,1311.0
Annual,Muskmelons,Fungicides and bactericides,Kilogram,Romania,2018,2039.0
Annual,Muskmelons,"Herbicides, haulm destructors and moss killers",Kilogram,Spain,2019,4427.0
Annual,Muskmelons,"Herbicides, haulm destructors and moss killers",Kilogram,France,2013,39.0
Annual,Muskmelons,"Herbicides, haulm destructors and moss killers",Kilogram,France,2018,3221.0
Annual,Muskmelons,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2012,394.0
Annual,Muskmelons,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,394.0
Annual,Muskmelons,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,516.0
Annual,Muskmelons,"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2018,81.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Cyprus,2019,77.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Spain,2019,5091.8
Annual,Muskmelons,Insecticides and acaricides,Kilogram,France,2013,48.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,France,2018,396.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Malta,2019,3.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Portugal,2012,182.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Portugal,2013,182.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Portugal,2017,295.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Romania,2013,0.0
Annual,Muskmelons,Insecticides and acaricides,Kilogram,Romania,2018,16.0
Annual,Muskmelons,Molluscicides,Kilogram,France,2013,3.0
Annual,Muskmelons,Molluscicides,Kilogram,France,2018,168.0
Annual,Muskmelons,Molluscicides,Kilogram,Romania,2013,3.0
Annual,Muskmelons,Plant growth regulators,Kilogram,France,2018,39.0
Annual,Muskmelons,Plant growth regulators,Kilogram,Romania,2013,17.0
Annual,Muskmelons,Other plant protection products,Kilogram,Cyprus,2019,64.0
Annual,Muskmelons,Other plant protection products,Kilogram,Spain,2019,256.2
Annual,Muskmelons,Other plant protection products,Kilogram,France,2013,489.0
Annual,Muskmelons,Other plant protection products,Kilogram,Portugal,2012,15820.0
Annual,Muskmelons,Other plant protection products,Kilogram,Portugal,2013,15820.0
Annual,Muskmelons,Other plant protection products,Kilogram,Portugal,2017,22525.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Malta,2014,32212.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Malta,2019,4798.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Portugal,2012,3178.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Portugal,2013,3178.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Portugal,2017,1808.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Romania,2013,11683.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Romania,2018,19206.0
Annual,Watermelons,Fungicides and bactericides,Kilogram,Slovakia,2018,38.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2019,1.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Malta,2014,0.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2012,97.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,97.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,128.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,3651.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2018,3215.0
Annual,Watermelons,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,2.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Cyprus,2019,153.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Malta,2014,21.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Malta,2019,3.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Portugal,2012,42.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Portugal,2013,42.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Portugal,2017,79.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Romania,2013,1.0
Annual,Watermelons,Insecticides and acaricides,Kilogram,Romania,2018,154.0
Annual,Watermelons,Molluscicides,Kilogram,Romania,2013,4.0
Annual,Watermelons,Plant growth regulators,Kilogram,Romania,2013,96.0
Annual,Watermelons,Plant growth regulators,Kilogram,Slovakia,2018,0.0
Annual,Watermelons,Other plant protection products,Kilogram,Malta,2014,0.0
Annual,Watermelons,Other plant protection products,Kilogram,Portugal,2012,1946.0
Annual,Watermelons,Other plant protection products,Kilogram,Portugal,2013,1946.0
Annual,Watermelons,Other plant protection products,Kilogram,Portugal,2017,2771.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Cyprus,2011,393.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Cyprus,2015,28.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Cyprus,2019,117.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Spain,2019,130806.3
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Portugal,2012,22412.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Portugal,2013,22412.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Portugal,2017,11051.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Romania,2013,5362.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Romania,2018,3678.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Slovakia,2014,208.0
Annual,Peppers (capsicum),Fungicides and bactericides,Kilogram,Slovakia,2018,289.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2011,1.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2015,0.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Spain,2019,4661.5
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2012,215.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,215.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,268.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,1372.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2018,1539.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2014,147.0
Annual,Peppers (capsicum),"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,152.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Cyprus,2015,8.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Cyprus,2019,22.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Spain,2019,26148.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Portugal,2012,743.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Portugal,2013,743.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Portugal,2017,804.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Romania,2013,1006.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Romania,2018,970.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Slovakia,2014,47.0
Annual,Peppers (capsicum),Insecticides and acaricides,Kilogram,Slovakia,2018,21.0
Annual,Peppers (capsicum),Molluscicides,Kilogram,Spain,2019,116.3
Annual,Peppers (capsicum),Molluscicides,Kilogram,Romania,2013,31.0
Annual,Peppers (capsicum),Plant growth regulators,Kilogram,Spain,2019,0.0
Annual,Peppers (capsicum),Plant growth regulators,Kilogram,Romania,2013,339.0
Annual,Peppers (capsicum),Plant growth regulators,Kilogram,Romania,2018,24.0
Annual,Peppers (capsicum),Plant growth regulators,Kilogram,Slovakia,2014,30.0
Annual,Peppers (capsicum),Plant growth regulators,Kilogram,Slovakia,2018,10.0
Annual,Peppers (capsicum),Other plant protection products,Kilogram,Cyprus,2019,174.0
Annual,Peppers (capsicum),Other plant protection products,Kilogram,Spain,2019,588576.4
Annual,Peppers (capsicum),Other plant protection products,Kilogram,Portugal,2012,19511.0
Annual,Peppers (capsicum),Other plant protection products,Kilogram,Portugal,2013,19511.0
Annual,Peppers (capsicum),Other plant protection products,Kilogram,Portugal,2017,27781.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Fungicides and bactericides,Kilogram,Cyprus,2019,28.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Fungicides and bactericides,Kilogram,Netherlands,2012,8157.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Fungicides and bactericides,Kilogram,Netherlands,2016,3015.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Fungicides and bactericides,Kilogram,Netherlands,2020,1679.0
Annual,Peppers (capsicum) - under glass or high accessible cover,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2012,16.0
Annual,Peppers (capsicum) - under glass or high accessible cover,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2016,8.0
Annual,Peppers (capsicum) - under glass or high accessible cover,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2020,0.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Insecticides and acaricides,Kilogram,Cyprus,2019,8.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Insecticides and acaricides,Kilogram,Netherlands,2012,3759.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Insecticides and acaricides,Kilogram,Netherlands,2016,6010.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Insecticides and acaricides,Kilogram,Netherlands,2020,1827.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Molluscicides,Kilogram,Netherlands,2012,2.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Molluscicides,Kilogram,Netherlands,2016,2.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Molluscicides,Kilogram,Netherlands,2020,9.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Plant growth regulators,Kilogram,Netherlands,2012,95.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Plant growth regulators,Kilogram,Netherlands,2020,0.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Other plant protection products,Kilogram,Cyprus,2019,174.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Other plant protection products,Kilogram,Netherlands,2016,50.0
Annual,Peppers (capsicum) - under glass or high accessible cover,Other plant protection products,Kilogram,Netherlands,2020,0.0
Annual,Other vegetables cultivated for fruit n.e.c.,Fungicides and bactericides,Kilogram,Spain,2019,2699129.2
Annual,Other vegetables cultivated for fruit n.e.c.,Fungicides and bactericides,Kilogram,Portugal,2012,5177.0
Annual,Other vegetables cultivated for fruit n.e.c.,Fungicides and bactericides,Kilogram,Portugal,2013,5177.0
Annual,Other vegetables cultivated for fruit n.e.c.,Fungicides and bactericides,Kilogram,Portugal,2017,2636.0
Annual,Other vegetables cultivated for fruit n.e.c.,Fungicides and bactericides,Kilogram,United Kingdom,2013,24.0
Annual,Other vegetables cultivated for fruit n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2011,16.0
Annual,Other vegetables cultivated for fruit n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Spain,2019,974.9
Annual,Other vegetables cultivated for fruit n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2012,252.0
Annual,Other vegetables cultivated for fruit n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,252.0
Annual,Other vegetables cultivated for fruit n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,142.0
Annual,Other vegetables cultivated for fruit n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,722.0
Annual,Other vegetables cultivated for fruit n.e.c.,"Herbicides, haulm destructors and moss killers",Kilogram,United Kingdom,2013,3039.0
Annual,Other vegetables cultivated for fruit n.e.c.,Insecticides and acaricides,Kilogram,Spain,2019,10498.5
Annual,Other vegetables cultivated for fruit n.e.c.,Insecticides and acaricides,Kilogram,Portugal,2012,72.0
Annual,Other vegetables cultivated for fruit n.e.c.,Insecticides and acaricides,Kilogram,Portugal,2013,72.0
Annual,Other vegetables cultivated for fruit n.e.c.,Insecticides and acaricides,Kilogram,Portugal,2017,50.0
Annual,Other vegetables cultivated for fruit n.e.c.,Insecticides and acaricides,Kilogram,Slovakia,2018,212.0
Annual,Other vegetables cultivated for fruit n.e.c.,Insecticides and acaricides,Kilogram,United Kingdom,2013,247.0
Annual,Other vegetables cultivated for fruit n.e.c.,Molluscicides,Kilogram,Portugal,2012,28.0
Annual,Other vegetables cultivated for fruit n.e.c.,Molluscicides,Kilogram,Portugal,2013,28.0
Annual,Other vegetables cultivated for fruit n.e.c.,Molluscicides,Kilogram,Portugal,2017,24.0
Annual,Other vegetables cultivated for fruit n.e.c.,Molluscicides,Kilogram,United Kingdom,2013,10.0
Annual,Other vegetables cultivated for fruit n.e.c.,Plant growth regulators,Kilogram,Spain,2019,2.6
Annual,Other vegetables cultivated for fruit n.e.c.,Other plant protection products,Kilogram,Spain,2019,107330.8
Annual,Other vegetables cultivated for fruit n.e.c.,Other plant protection products,Kilogram,United Kingdom,2013,58.0
Annual,"Root, tuber and bulb vegetables",Fungicides and bactericides,Kilogram,Ireland,2011,8018.0
Annual,"Root, tuber and bulb vegetables",Fungicides and bactericides,Kilogram,Romania,2013,9983.0
Annual,"Root, tuber and bulb vegetables","Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2011,4627.0
Annual,"Root, tuber and bulb vegetables","Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,3188.0
Annual,"Root, tuber and bulb vegetables",Insecticides and acaricides,Kilogram,Ireland,2011,692.0
Annual,"Root, tuber and bulb vegetables",Insecticides and acaricides,Kilogram,Romania,2013,584.0
Annual,"Root, tuber and bulb vegetables",Molluscicides,Kilogram,Romania,2013,93.0
Annual,"Root, tuber and bulb vegetables",Plant growth regulators,Kilogram,Ireland,2011,466.0
Annual,"Root, tuber and bulb vegetables",Plant growth regulators,Kilogram,Romania,2013,22.0
Annual,"Root, tuber and bulb vegetables",Other plant protection products,Kilogram,Ireland,2011,403.0
Annual,"Root, tuber and bulb vegetables",Other plant protection products,Kilogram,Romania,2013,217.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Cyprus,2015,149.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Denmark,2017,264.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Estonia,2014,77.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Estonia,2015,67.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Estonia,2020,74.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Finland,2013,396.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Finland,2018,370.0
Annual,Carrots,Fungicides and bactericides,Kilogram,France,2013,1153.0
Annual,Carrots,Fungicides and bactericides,Kilogram,France,2018,21790.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Ireland,2011,4686.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Ireland,2015,1104.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Lithuania,2014,291.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Lithuania,2018,89.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Latvia,2014,111.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Latvia,2019,107.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Malta,2014,383.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Malta,2019,382.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Netherlands,2012,6494.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Netherlands,2016,5427.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Netherlands,2020,5157.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Norway,2017,981.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Poland,2011,4439.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Poland,2016,8406.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Portugal,2012,5980.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Portugal,2013,5980.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Portugal,2017,7218.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Romania,2013,620.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Romania,2018,1446.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Slovakia,2014,231.0
Annual,Carrots,Fungicides and bactericides,Kilogram,Slovakia,2018,285.0
Annual,Carrots,Fungicides and bactericides,Kilogram,United Kingdom,2013,37720.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2015,42.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2019,38.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Denmark,2017,1221.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2014,907.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2015,695.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2020,837.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2013,2252.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2018,2153.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,France,2013,1250.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,France,2018,27573.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2011,2289.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2015,1617.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2014,991.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2018,550.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2014,865.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2019,1515.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Malta,2014,5.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2012,19193.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2016,19897.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2020,24610.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Norway,2017,1153.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2011,11621.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2016,14691.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2012,1615.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,1615.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,1231.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,1689.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2018,3232.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Sweden,2017,3161.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2014,346.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,409.0
Annual,Carrots,"Herbicides, haulm destructors and moss killers",Kilogram,United Kingdom,2013,38027.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Denmark,2017,7.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Estonia,2014,14.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Estonia,2015,15.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Estonia,2020,25.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Finland,2018,344.0
Annual,Carrots,Insecticides and acaricides,Kilogram,France,2013,81.0
Annual,Carrots,Insecticides and acaricides,Kilogram,France,2018,1270.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Ireland,2011,270.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Ireland,2015,123.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Lithuania,2014,17.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Lithuania,2018,11.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Latvia,2014,13.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Latvia,2019,12.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Malta,2014,0.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Netherlands,2012,6333.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Netherlands,2016,556.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Netherlands,2020,2110.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Norway,2017,7.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Poland,2011,9174.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Poland,2016,2273.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Portugal,2012,141.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Portugal,2013,141.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Portugal,2017,158.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Romania,2013,72.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Romania,2018,80.0
Annual,Carrots,Insecticides and acaricides,Kilogram,Slovakia,2014,1.0
Annual,Carrots,Insecticides and acaricides,Kilogram,United Kingdom,2013,14090.0
Annual,Carrots,Molluscicides,Kilogram,France,2018,16.0
Annual,Carrots,Molluscicides,Kilogram,Ireland,2015,12.0
Annual,Carrots,Molluscicides,Kilogram,Netherlands,2016,1.0
Annual,Carrots,Molluscicides,Kilogram,Netherlands,2020,0.0
Annual,Carrots,Molluscicides,Kilogram,Romania,2013,24.0
Annual,Carrots,Molluscicides,Kilogram,Romania,2018,0.0
Annual,Carrots,Molluscicides,Kilogram,United Kingdom,2013,0.0
Annual,Carrots,Plant growth regulators,Kilogram,France,2013,79.0
Annual,Carrots,Plant growth regulators,Kilogram,France,2018,8905.0
Annual,Carrots,Plant growth regulators,Kilogram,Ireland,2011,375.0
Annual,Carrots,Plant growth regulators,Kilogram,Netherlands,2020,0.0
Annual,Carrots,Plant growth regulators,Kilogram,Poland,2011,3.0
Annual,Carrots,Plant growth regulators,Kilogram,Poland,2016,0.0
Annual,Carrots,Plant growth regulators,Kilogram,Slovakia,2018,0.0
Annual,Carrots,Plant growth regulators,Kilogram,United Kingdom,2013,49.0
Annual,Carrots,Other plant protection products,Kilogram,France,2013,22545.0
Annual,Carrots,Other plant protection products,Kilogram,France,2018,237898.0
Annual,Carrots,Other plant protection products,Kilogram,Ireland,2011,79.0
Annual,Carrots,Other plant protection products,Kilogram,Poland,2016,32.0
Annual,Carrots,Other plant protection products,Kilogram,Portugal,2012,2499.0
Annual,Carrots,Other plant protection products,Kilogram,Portugal,2013,2499.0
Annual,Carrots,Other plant protection products,Kilogram,Portugal,2017,3558.0
Annual,Carrots,Other plant protection products,Kilogram,Romania,2018,49.0
Annual,Carrots,Other plant protection products,Kilogram,United Kingdom,2013,8037.0
Annual,Onions,Fungicides and bactericides,Kilogram,Cyprus,2011,1007.0
Annual,Onions,Fungicides and bactericides,Kilogram,Cyprus,2015,732.0
Annual,Onions,Fungicides and bactericides,Kilogram,Denmark,2017,7282.0
Annual,Onions,Fungicides and bactericides,Kilogram,Estonia,2014,0.0
Annual,Onions,Fungicides and bactericides,Kilogram,Spain,2019,21312.1
Annual,Onions,Fungicides and bactericides,Kilogram,Finland,2013,1350.0
Annual,Onions,Fungicides and bactericides,Kilogram,Finland,2018,1449.0
Annual,Onions,Fungicides and bactericides,Kilogram,Ireland,2011,2655.0
Annual,Onions,Fungicides and bactericides,Kilogram,Ireland,2015,3459.0
Annual,Onions,Fungicides and bactericides,Kilogram,Lithuania,2014,427.0
Annual,Onions,Fungicides and bactericides,Kilogram,Lithuania,2018,974.0
Annual,Onions,Fungicides and bactericides,Kilogram,Latvia,2012,32.0
Annual,Onions,Fungicides and bactericides,Kilogram,Latvia,2014,687.0
Annual,Onions,Fungicides and bactericides,Kilogram,Latvia,2019,611.0
Annual,Onions,Fungicides and bactericides,Kilogram,Malta,2014,531.0
Annual,Onions,Fungicides and bactericides,Kilogram,Malta,2019,267.0
Annual,Onions,Fungicides and bactericides,Kilogram,Netherlands,2012,326994.0
Annual,Onions,Fungicides and bactericides,Kilogram,Netherlands,2016,356491.0
Annual,Onions,Fungicides and bactericides,Kilogram,Netherlands,2020,288643.0
Annual,Onions,Fungicides and bactericides,Kilogram,Poland,2016,53165.0
Annual,Onions,Fungicides and bactericides,Kilogram,Portugal,2012,12001.0
Annual,Onions,Fungicides and bactericides,Kilogram,Portugal,2013,12001.0
Annual,Onions,Fungicides and bactericides,Kilogram,Portugal,2017,9394.0
Annual,Onions,Fungicides and bactericides,Kilogram,Romania,2013,9374.0
Annual,Onions,Fungicides and bactericides,Kilogram,Romania,2018,16702.0
Annual,Onions,Fungicides and bactericides,Kilogram,Sweden,2017,4447.0
Annual,Onions,Fungicides and bactericides,Kilogram,Slovakia,2014,5845.0
Annual,Onions,Fungicides and bactericides,Kilogram,United Kingdom,2013,111297.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2011,130.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2015,134.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2019,54.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Denmark,2017,2835.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2014,28.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2015,3.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Spain,2019,31872.4
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2013,2480.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2018,1727.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2011,662.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Ireland,2015,865.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2014,540.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2018,1137.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2014,441.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2019,794.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Malta,2014,22.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2012,125914.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2016,145972.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2020,135103.0
Annual,Onions,"Herbicides, haulm destructors and moss killers",Kilogram,Norway,2017,2163.0
